"UniqueID","Probability1"
11862,0.20390721091463
11863,0.334253553452481
11864,0.00360998274423413
11865,0.781592620834498
11866,0.0766699200161355
11867,0.0543735635270063
11868,0.300890785572587
11869,0.0790349026778053
11870,0.203391112344346
11871,0.746873122302735
11872,0.0691597355223199
11873,0.650938512895305
11874,0.398375833815321
11875,0.870841627991301
11876,0.327741771195251
11877,0.896605641162927
11878,0.513721345632603
11879,0.338407335658628
11880,0.312800573285613
11881,0.829562288594271
11882,0.007399092611269
11883,0.172839677462841
11884,0.119967392336956
11885,0.419221909379056
11886,0.162332245537422
11887,0.514720352681637
11888,0.247612125634927
11889,0.10314997874579
11890,0.0652754298265081
11891,0.962706809187894
11892,0.154177375110365
11893,0.515314684422079
11894,0.257811218110356
11895,0.116537936540044
11896,0.06892777301792
11897,0.375817674954033
11898,0.317230853501249
11899,0.268175644407251
11900,0.187618985479652
11901,0.635906484229066
11902,0.947504923040217
11903,0.0562913947669684
11904,0.375203397345488
11905,0.202888356765441
11906,0.847843237844195
11907,0.311639523828242
11908,0.379317854346118
11909,0.00109302268253902
11910,0.179436422021807
11911,0.0826363962491167
11912,0.168844468847963
11913,0.803882920558071
11914,0.554046422214469
11915,0.317634411125365
11916,0.112025604143203
11917,0.235727765734738
11918,0.631613515769551
11919,0.0529471071881875
11920,0.197856282426367
11921,0.0220234596913904
11922,0.903508715741592
11923,0.988469470865534
11924,0.406066517424952
11925,0.986253551205729
11926,0.347658281575237
11927,0.804348554792085
11928,0.631921480706083
11929,0.340685618603342
11930,0.915475292612809
11931,0.286321122888448
11932,0.178544474608323
11933,0.805927904672562
11934,0.0125199520559661
11935,0.124101657706638
11936,0.269296218862836
11937,0.821164718666972
11938,0.903261970851356
11939,0.099498642415254
11940,0.708990653262645
11941,0.605190450071585
11942,0.961531941848906
11943,0.0722090319371888
11944,0.910753527239283
11945,0.967895186172246
11946,0.781613353973265
11947,0.965822717611768
11948,0.0202854480982358
11949,0.850127063533853
11950,0.780142706452115
11951,0.393712061361335
11952,0.319516951900171
11953,0.987109822391319
11954,0.327496980646967
11955,0.827372457441487
11956,0.915475292612809
11957,0.794083315767142
11958,0.180180939159921
11959,0.947297639728249
11960,0.829753274580594
11961,0.551812250714285
11962,0.0639446169341331
11963,0.193823991396651
11964,0.371641401886881
11965,0.393712061361335
11966,0.822287209005595
11967,0.78785654215447
11968,0.863648328958817
11969,0.816708443335104
11970,0.893147376714988
11971,0.789109946725614
11972,0.807466970670632
11973,0.916575718654308
11974,0.996444399207535
11975,0.653849194195779
11976,0.760952917505463
11977,0.708364237557594
11978,0.597262655898435
11979,0.89547168026517
11980,0.862239478086025
11981,0.838695379348142
11982,0.884902875668989
11983,0.923846491549402
11984,0.97992118908545
11985,0.915475292612809
11986,0.220614545514184
11987,0.858323477713065
11988,0.167794289868316
11989,0.940371823867342
11990,0.863052658174696
11991,0.825309135549029
11992,0.731371408967255
11993,0.979192578382946
11994,0.281058351650226
11995,0.685040352205894
11996,0.741999873919367
11997,0.573918022999065
11998,0.382486405135351
11999,0.444318158949113
12000,0.78785654215447
12001,0.914392645330705
12002,0.955011288774215
12003,0.739461907224662
12004,0.803769162615427
12005,0.959165418745051
12006,0.937814430707496
12007,0.790936225591018
12008,0.231077405769918
12009,0.804265324731414
12010,0.95806211216079
12011,0.931893688263528
12012,0.589173969411644
12013,0.213394176504057
12014,0.814389631388015
12015,0.914392645330705
12016,0.499586229136863
12017,0.89547168026517
12018,0.878780009442977
12019,0.880328005206321
12020,0.782677649085052
12021,0.843276405724807
12022,0.837445043242738
12023,0.79843807270055
12024,0.0954288931627725
12025,0.933245652178504
12026,0.966643520245931
12027,0.94921890875254
12028,0.378055161413999
12029,0.721605719476612
12030,0.892787186708552
12031,0.952616703915163
12032,0.731066091240474
12033,0.741668824441906
12034,0.786750671495884
12035,0.0138257579466537
12036,0.0708311941417983
12037,0.536674295327885
12038,0.0059043562054599
12039,0.819680442490119
12040,0.232927546615152
12041,0.715000297718223
12042,0.687589704847542
12043,0.165215671281664
12044,0.486333344115809
12045,0.712062703693658
12046,0.669546436272655
12047,0.167974190819086
12048,0.751609361269046
12049,0.917103405378289
12050,0.208599204697245
12051,0.832910549590226
12052,0.252609649784456
12053,0.711311520603211
12054,0.0529471071881875
12055,0.999999572951228
12056,0.974429457946848
12057,0.388902851204
12058,0.754984471791495
12059,0.743644145165951
12060,0.319201285280522
12061,0.902815013257071
12062,0.932101058872875
12063,0.929481831871071
12064,0.926872028722599
12065,0.725383004927245
12066,0.697676377846054
12067,0.897037622577988
12068,0.847748997715143
12069,0.0161770635926906
12070,0.120705251783352
12071,0.0957248338013457
12072,0.764938563100615
12073,0.683449193492027
12074,0.524817936079409
12075,0.59373449561049
12076,0.925890166822899
12077,0.0203648336840953
12078,0.367250925803661
12079,0.911968089904793
12080,0.728530578952497
12081,0.83348016206777
12082,0.811001115616726
12083,0.965048397863359
12084,0.976187122317933
12085,0.188570273350353
12086,0.0957248338013457
12087,0.957903858012997
12088,0.0595816738755376
12089,0.817682024009311
12090,0.968495486027065
12091,0.861399345528007
12092,0.598982450345183
12093,0.47591213490304
12094,0.879488680255876
12095,0.36696446557923
12096,0.983604313270886
12097,0.947702982599609
12098,0.247902966946156
12099,0.502299524583775
12100,0.108411778332536
12101,0.367250925803661
12102,0.995568102518529
12103,0.0470502566509698
12104,0.154635294388171
12105,0.956082579258785
12106,0.107820930130535
12107,0.984126988371528
12108,0.401083884548472
12109,0.259396583851977
12110,0.0908373422055057
12111,0.873385604673093
12112,0.623365922588332
12113,0.905385569146721
12114,0.835081957922313
12115,0.552548529228387
12116,0.787876842047766
12117,0.46760601599704
12118,0.896809908226444
12119,0.232419458629299
12120,0.430896593663375
12121,0.65574057067558
12122,0.724246315063768
12123,0.93074882621253
12124,0.91301961923984
12125,0.936278289607579
12126,0.951964841663793
12127,0.895415161351115
12128,0.187079129224432
12129,0.936726017690284
12130,0.792638192443707
12131,0.118162573121909
12132,0.353099397843396
12133,0.508972503474839
12134,0.9503430199374
12135,0.163886972992914
12136,0.960480872380518
12137,0.585836760453825
12138,0.695553921113631
12139,0.982725065504778
12140,0.542292491486419
12141,0.603661723938716
12142,0.223864955724162
12143,0.189750071580532
12144,0.0920133267958656
12145,0.805235514325119
12146,0.997481316136545
12147,0.867650727059941
12148,0.173392967210158
12149,0.861005347800523
12150,0.0305264704478859
12151,0.819259485428128
12152,0.865038741273372
12153,0.0959576841261058
12154,0.68597456619225
12155,0.529936318097149
12156,0.89271203002012
12157,0.837858512712129
12158,0.337768628472856
12159,0.013444005656383
12160,0.806207142278999
12161,0.787876842047766
12162,0.848400602439691
12163,0.895962138302073
12164,0.702493282870058
12165,0.258076087902568
12166,0.976917060621005
12167,0.792028055803801
12168,0.78675746739415
12169,0.982257227615821
12170,0.192813340808784
12171,0.180913741767556
12172,0.865038741273372
12173,0.951520287944101
12174,0.944297347995924
12175,0.232300401556015
12176,0.384326623957991
12177,0.985085340254764
12178,0.0705877834975236
12179,0.289421115076855
12180,0.782523746766064
12181,0.78209022064529
12182,0.831521459717959
12183,0.692545176339022
12184,0.702493282870058
12185,0.579826202064687
12186,0.6759377483142
12187,0.589313977189836
12188,0.767226916149571
12189,0.767296793196147
12190,0.882971448577791
12191,0.489169992552457
12192,0.670625899736923
12193,0.216993544287971
12194,0.283870345191453
12195,0.131654373988656
12196,0.810311836587213
12197,0.209119356333521
12198,0.20369326835536
12199,0.763374505421658
12200,0.784371211495967
12201,0.999999692106669
12202,0.0695189081533762
12203,0.380417928219741
12204,0.568680625612353
12205,0.996355104976452
12206,0.966946246404571
12207,0.249487588648983
12208,0.883242611091325
12209,0.999998502158414
12210,0.0116119534390227
12211,0.319374921624554
12212,0.5839814827898
12213,0.865038741273372
12214,0.660981954967703
12215,0.915115500414301
12216,0.00874919982664106
12217,0.275214001931616
12218,0.259550856739951
12219,0.460484892993759
12220,0.175594674030966
12221,0.550582138044182
12222,0.115364331524328
12223,0.065380462147803
12224,0.788055551695846
12225,0.242532808381904
12226,0.803384049537425
12227,0.976853437202571
12228,0.871345890444801
12229,0.783890806819718
12230,0.898530762032149
12231,0.859174073787412
12232,0.957678877970087
12233,0.331842512481903
12234,0.895483048606761
12235,0.367119136593761
12236,0.829748306875655
12237,0.994021998837347
12238,0.189113709514038
12239,0.491619195937749
12240,0.832342351361321
12241,0.616277985233784
12242,0.164815144030049
12243,0.335724864331415
12244,0.945218989219109
12245,0.810701009618351
12246,0.36795494019527
12247,0.260036553695573
12248,0.957256588827861
12249,0.429631964194638
12250,0.17352296455522
12251,0.220500791848787
12252,0.0826960227954378
12253,0.655779253829203
12254,0.862753463712342
12255,0.0121229124124379
12256,0.192379143425156
12257,0.464922505132262
12258,0.00610187309626989
12259,0.184066222169365
12260,0.99132427174345
12261,0.475239618312742
12262,0.128268059513732
12263,0.923557074958249
12264,0.795984515302141
12265,0.952229231057193
12266,0.0356272356338551
12267,0.044227006663545
12268,0.675226650229281
12269,0.0338518247548344
12270,0.828007940874091
12271,0.942760542741377
12272,0.842910888340415
12273,0.628876816882438
12274,0.497638018260973
12275,0.830695272573069
12276,0.0447976310926923
12277,0.164760959514616
12278,0.751522392098299
12279,0.253815842264217
12280,0.482214197899754
12281,0.0278275241484007
12282,0.0121229124124379
12283,0.56857696579871
12284,0.0576468420844175
12285,0.627747431206555
12286,0.485805420483653
12287,0.519803114134687
12288,0.0827070405631324
12289,0.50574992149894
12290,0.230457325673244
12291,0.185798946925094
12292,0.0800491597937572
12293,0.154889464648861
12294,0.126497543817275
12295,0.249118182968317
12296,0.0828361193751312
12297,0.689952949098751
12298,0.290826530965157
12299,0.286321122888448
12300,0.0395683854328893
12301,0.214826707068316
12302,0.0662378372075158
12303,0.357315473278789
12304,0.233343161033837
12305,0.85969880492484
12306,0.0247562742501154
12307,0.33843896348523
12308,0.855380073243177
12309,0.420590844540778
12310,0.954498968332162
12311,0.0165209378918355
12312,0.161182872643543
12313,0.0674462626410035
12314,0.124561853682399
12315,0.243510193816883
12316,0.178022915466064
12317,0.0390603496415401
12318,0.490027791727366
12319,0.0175310484069884
12320,0.123958250279535
12321,0.225196861963775
12322,0.977050303532624
12323,0.143847436718526
12324,0.939588592705527
12325,0.0803917943023765
12326,0.0129331110397283
12327,0.29501300499369
12328,0.147605136584464
12329,0.10178112394006
12330,0.124304284592838
12331,0.763322995452388
12332,0.931487726477767
12333,0.0848147665535599
12334,0.234689943045746
12335,0.138477299714073
12336,0.0118320588623511
12337,0.140228131536708
12338,0.0298705334775146
12339,0.616734651777262
12340,0.993481534764447
12341,0.0295045322581675
12342,0.136155133139582
12343,0.105861026420959
12344,0.602061009508946
12345,0.340594282287489
12346,0.879954588573237
12347,0.281754794955744
12348,0.970439681832038
12349,0.227549201041387
12350,0.0477493742709361
12351,0.0469986767468781
12352,0.886396899582156
12353,0.982847841734649
12354,0.998577218172316
12355,0.7364319135521
12356,0.142754925237424
12357,0.681029827515672
12358,0.245695643753032
12359,0.364785102758208
12360,0.013344082021927
12361,0.426668292852649
12362,0.273131449403059
12363,0.0182847410618398
12364,0.120030668654125
12365,0.174975978702177
12366,0.75006957777317
12367,0.627747431206555
12368,0.297593006241804
12369,0.0568271417683717
12370,0.194162975599419
12371,0.163066850844731
12372,0.180530710371101
12373,0.133057051339662
12374,0.943110305733642
12375,0.053219187066807
12376,0.354551412688141
12377,0.147638555262228
12378,0.276699509954375
12379,0.279978291004566
12380,0.266388951870638
12381,0.41430131790161
12382,0.109494336922567
12383,0.177528508547552
12384,0.0827444639439782
12385,0.197476273839875
12386,0.0201839774627427
12387,0.0119024606368031
12388,0.220032477269823
12389,0.174437934136447
12390,0.0261887358951364
12391,0.768637970505534
12392,0.789279245923972
12393,0.127150975955792
12394,0.00747514024058976
12395,0.0136484623623278
12396,0.214359828367501
12397,0.154087222795859
12398,0.120249147933732
12399,0.179062262573501
12400,0.141917467497971
12401,0.0635757221424187
12402,0.101790585926013
12403,0.861108073520277
12404,0.0316874129318731
12405,0.0585181256329687
12406,0.930624990376215
12407,0.343034738294483
12408,0.419602801861152
12409,0.296971910632939
12410,0.045045436119197
12411,0.147713392771739
12412,0.0250691135319895
12413,0.944421686141256
12414,0.0180054579354045
12415,0.259961386672597
12416,0.469616814102561
12417,0.0165689616673999
12418,0.00102714825579886
